kommune,locality,utm,N,E,date,month,year,site,stage,obs
Melhus,Kregnesteigen,32V,"7013641","563233",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013642","563227",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563232",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563223",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563219",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563214",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563215",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013661","563200",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013662","563196",26.06.2019,juni,"2019",Kreg,voksne,"2"
Melhus,Kregnesteigen,32V,"7013672","563170",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013660","563142",26.06.2019,juni,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013670","563151",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013676","563126",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013680","563125",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013680","563123",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563080",26.06.2019,juni,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013663","563080",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563065",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563062",26.06.2019,juni,"2019",Kreg,voksne,"2"
Melhus,Kregnesteigen,32V,"7013650","563061",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563056",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563054",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563048",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563047",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013651","563045",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563042",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013645","563045",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563042",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563038",26.06.2019,juni,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013646","563037",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563044",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563029",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563032",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563023",26.06.2019,juni,"2019",Kreg,voksne,"3"
Melhus,Kregnesteigen,32V,"7013646","563020",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563020",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563023",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563023",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563020",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563016",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013644","563013",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","562989",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013617","562909",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013615","562896",26.06.2019,juni,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013569","563327",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013575","563322",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013569","563319",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013579","563318",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013631","563257",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013629","563246",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013630","563242",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013641","563233",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013641","563226",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013639","563225",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563233",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013645","563223",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563219",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563215",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563214",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013664","563197",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013656","563189",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013663","563183",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013658","563171",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013671","563152",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013677","563151",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013676","563155",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013673","563172",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013659","563144",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013669","563139",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013676","563127",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563129",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013680","563121",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013674","563114",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013678","563104",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563090",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013673","563091",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013664","563079",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013659","563066",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013657","563063",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563062",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563059",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563057",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563054",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013651","563051",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563051",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563053",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013655","563045",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563043",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013653","563043",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563040",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563038",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563036",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563035",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563028",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563024",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563023",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563023",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563020",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563020",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563020",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563016",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013677","563048",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013672","563069",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013650","562989",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013617","562909",31.07.2019,juli,"2019",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013643","563023",31.07.2019,juli,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013565","563331",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013568","563327",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013569","563323",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013574","563321",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013578","563314",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013629","563246",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013629","563241",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013629","563241",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013638","563234",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563232",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013640","563227",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013636","563225",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013645","563224",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013645","563220",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013645","563215",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013661","563197",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013662","563184",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563190",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013658","563175",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563173",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563152",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013675","563150",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013676","563144",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013681","563127",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013675","563128",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013679","563123",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563129",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013661","563145",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013677","563104",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013681","563080",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563094",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013664","563081",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013655","563069",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563068",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013656","563065",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563063",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563058",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563058",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563055",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013651","563052",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563049",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563047",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013651","563043",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563041",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563041",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563047",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563044",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563043",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563042",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563037",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563036",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563028",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563023",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563020",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563019",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563019",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563021",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013652","563024",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563016",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563013",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563017",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563019",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563023",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","562988",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","562983",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013626","562918",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013617","562909",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013671","563052",28.08.2019,august,"2019",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013571","563324",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013626","563245",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013628","563240",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013637","563232",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013641","563232",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013637","563226",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013644","563218",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013659","563173",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013671","563170",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013675","563127",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013662","563082",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013651","563068",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563063",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563056",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013645","563052",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563049",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563043",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013644","563040",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013642","563041",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563047",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563031",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563024",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563020",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563023",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563020",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563023",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563020",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013643","563023",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563016",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013644","563015",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","562991",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013621","562909",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013670","563054",15.07.2020,juli,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013630","563236",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013639","563231",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013640","563226",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013645","563230",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013678","563128",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013681","563089",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013663","563085",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013664","563081",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013657","563069",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013654","563064",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013653","563061",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013649","563054",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013650","563056",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013652","563057",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013653","563053",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013649","563050",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013645","563047",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013651","563047",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013649","563041",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013646","563038",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013650","563038",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013647","563034",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013647","563031",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013643","563023",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013643","563020",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013646","563023",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013649","563023",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013646","563020",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013649","563020",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013647","563016",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013644","562988",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013617","562909",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013670","563052",17.08.2020,august,"2020",Kreg,voksne,"0"
Melhus,Kregnesteigen,32 V,"7013676","563075",17.08.2020,august,"2020",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013639","563233",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013628","563240",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013644","563219",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013672","563153",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013662","563079",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013662","563077",17.06.2021,juni,"2021",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013655","563065",17.06.2021,juni,"2021",Kreg,voksne,"2"
Melhus,Kregnesteigen,32V,"7013654","563062",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013651","563059",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563055",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563051",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013660","563053",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013659","563050",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013655","563049",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563047",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563044",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013659","563044",17.06.2021,juni,"2021",Kreg,voksne,"1"
Melhus,Kregnesteigen,32V,"7013656","563043",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013656","563041",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563039",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563034",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013654","563036",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563027",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013646","563021",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013647","563020",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013648","563022",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013653","563023",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013649","563019",17.06.2021,juni,"2021",Kreg,voksne,"0"
Melhus,Kregnesteigen,32V,"7013650","563021",17.06.2021,juni,"2021",Kreg,voksne,"0"
